lat_long,casualties_id,Casualties.casualties_id,Casualties.casualties,Casualties.fatalities,Casualties.serious_injuries,Casualties.minor_injuries,Location2.lat_long,Location2.latitude,Location2.longitude
"(-36.44985473749111, 145.67871265071582)",2c2m,2c2m,2,0,0,2,"(-36.44985473749111, 145.67871265071582)",-36.44985474,145.6787127
"(-36.736863639978715, 145.32648947722677)",1c1s,1c1s,1,0,1,0,"(-36.736863639978715, 145.32648947722677)",-36.73686364,145.3264895
"(-36.98901157505145, 145.01380216479689)",1c1m,1c1m,1,0,0,1,"(-36.98901157505145, 145.01380216479689)",-36.98901158,145.0138022
"(-36.79033112609091, 145.26044149996)",1c1s,1c1s,1,0,1,0,"(-36.79033112609091, 145.26044149996)",-36.79033113,145.2604415
"(-36.92045064554376, 145.09912987658905)",1c1m,1c1m,1,0,0,1,"(-36.92045064554376, 145.09912987658905)",-36.92045065,145.0991299
"(-37.91800210307608, 143.83412546534464)",1c1m,1c1m,1,0,0,1,"(-37.91800210307608, 143.83412546534464)",-37.91800210,143.8341255
"(-37.463636856406346, 144.41667763144747)",1c1s,1c1s,1,0,1,0,"(-37.463636856406346, 144.41667763144747)",-37.46363686,144.4166776
"(-36.51292315205772, 145.60164533598635)",1c1m,1c1m,1,0,0,1,"(-36.51292315205772, 145.60164533598635)",-36.51292315,145.6016453
"(-35.86874366356821, 146.38028867361692)",1c1m,1c1m,1,0,0,1,"(-35.86874366356821, 146.38028867361692)",-35.86874366,146.3802887
"(-36.956329135409796, 145.05450589566573)",1c1m,1c1m,1,0,0,1,"(-36.956329135409796, 145.05450589566573)",-36.95632914,145.0545059
"(-36.81069715862018, 145.23524738275057)",2c1s1m,2c1s1m,2,0,1,1,"(-36.81069715862018, 145.23524738275057)",-36.81069716,145.2352474
"(-36.87437908709693, 145.15633948373988)",10c10m,10c10m,10,0,0,10,"(-36.87437908709693, 145.15633948373988)",-36.87437909,145.1563395
"(-36.676142215305, 145.4013324719813)",2c2m,2c2m,2,0,0,2,"(-36.676142215305, 145.4013324719813)",-36.67614222,145.4013325
"(-34.45046200236562, 148.03249285765344)",2c2m,2c2m,2,0,0,2,"(-34.45046200236562, 148.03249285765344)",-34.45046200,148.0324929
"(-36.4951461383129, 145.62338693856762)",1c1s,1c1s,1,0,1,0,"(-36.4951461383129, 145.62338693856762)",-36.49514614,145.6233869
"(-36.42777161094265, 145.7056537758639)",1c1m,1c1m,1,0,0,1,"(-36.42777161094265, 145.7056537758639)",-36.42777161,145.7056538
"(-36.85088566444905, 145.18547288133183)",1c1m,1c1m,1,0,0,1,"(-36.85088566444905, 145.18547288133183)",-36.85088566,145.1854729
"(-36.98252281711132, 145.02188763615575)",1c1s,1c1s,1,0,1,0,"(-36.98252281711132, 145.02188763615575)",-36.98252282,145.0218876
"(-36.91392006392803, 145.10724554658583)",1c1m,1c1m,1,0,0,1,"(-36.91392006392803, 145.10724554658583)",-36.91392006,145.1072455
"(-34.8859403487973, 147.53377415876525)",1c1f,1c1f,1,1,0,0,"(-34.8859403487973, 147.53377415876525)",-34.88594035,147.5337742
"(-34.657112354573385, 147.7967419460384)",1c1s,1c1s,1,0,1,0,"(-34.657112354573385, 147.7967419460384)",-34.65711235,147.7967419
"(-36.90734375081114, 145.11541594754866)",2c1s1m,2c1s1m,2,0,1,1,"(-36.90734375081114, 145.11541594754866)",-36.90734375,145.1154159
"(-39.83742256026834, 141.2418826240088)",1c1m,1c1m,1,0,0,1,"(-39.83742256026834, 141.2418826240088)",-39.83742256,141.2418826
"(-37.053130628907006, 144.9337936362636)",1c1m,1c1m,1,0,0,1,"(-37.053130628907006, 144.9337936362636)",-37.05313063,144.9337936
"(-36.86913792553547, 145.1628411893981)",1c1s,1c1s,1,0,1,0,"(-36.86913792553547, 145.1628411893981)",-36.86913793,145.1628412
"(-37.20430146320684, 144.74435315711136)",1c1m,1c1m,1,0,0,1,"(-37.20430146320684, 144.74435315711136)",-37.20430146,144.7443532
"(-37.006630157252, 144.99183767215905)",1c1m,1c1m,1,0,0,1,"(-37.006630157252, 144.99183767215905)",-37.00663016,144.9918377
"(-37.029415210197044, 144.9634096507115)",1c1s,1c1s,1,0,1,0,"(-37.029415210197044, 144.9634096507115)",-37.02941521,144.9634097
"(-37.8966805259992, 143.86170922575437)",2c2m,2c2m,2,0,0,2,"(-37.8966805259992, 143.86170922575437)",-37.89668053,143.8617092
"(-36.80211272092835, 145.24586932951644)",1c1m,1c1m,1,0,0,1,"(-36.80211272092835, 145.24586932951644)",-36.80211272,145.2458693
"(-34.546749891293445, 147.92284765180042)",2c1s1m,2c1s1m,2,0,1,1,"(-34.546749891293445, 147.92284765180042)",-34.54674989,147.9228477
"(-37.01621152130137, 144.97988649566506)",1c1m,1c1m,1,0,0,1,"(-37.01621152130137, 144.97988649566506)",-37.01621152,144.9798865
"(-37.67389100203884, 144.14846697224095)",1c1s,1c1s,1,0,1,0,"(-37.67389100203884, 144.14846697224095)",-37.67389100,144.1484670
"(-37.04303724176226, 144.94640174027606)",2c1f1s,2c1f1s,2,1,1,0,"(-37.04303724176226, 144.94640174027606)",-37.04303724,144.9464017
"(-36.82876484954197, 145.2128797326574)",2c2s,2c2s,2,0,2,0,"(-36.82876484954197, 145.2128797326574)",-36.82876485,145.2128797
"(-36.98862335018003, 145.0142859798128)",1c1s,1c1s,1,0,1,0,"(-36.98862335018003, 145.0142859798128)",-36.98862335,145.0142860
"(-37.16347389623477, 144.79562893671377)",2c2s,2c2s,2,0,2,0,"(-37.16347389623477, 144.79562893671377)",-37.16347390,144.7956289
"(-36.84557109127814, 145.19205959564096)",1c1m,1c1m,1,0,0,1,"(-36.84557109127814, 145.19205959564096)",-36.84557109,145.1920596
"(-36.95333376902798, 145.05823379954498)",1c1m,1c1m,1,0,0,1,"(-36.95333376902798, 145.05823379954498)",-36.95333377,145.0582338
"(-36.63850913156718, 145.44762964356076)",1c1s,1c1s,1,0,1,0,"(-36.63850913156718, 145.44762964356076)",-36.63850913,145.4476296
"(-36.892654092457576, 145.13365875111052)",1c1s,1c1s,1,0,1,0,"(-36.892654092457576, 145.13365875111052)",-36.89265409,145.1336588
"(-37.28609416851185, 144.64137620799175)",2c1s1m,2c1s1m,2,0,1,1,"(-37.28609416851185, 144.64137620799175)",-37.28609417,144.6413762
"(-36.858751782158265, 145.1757213536814)",1c1m,1c1m,1,0,0,1,"(-36.858751782158265, 145.1757213536814)",-36.85875178,145.1757214
"(-37.037436043800284, 144.9533962759597)",1c1m,1c1m,1,0,0,1,"(-37.037436043800284, 144.9533962759597)",-37.03743604,144.9533963
"(-35.74443085532671, 146.52842908400547)",1c1m,1c1m,1,0,0,1,"(-35.74443085532671, 146.52842908400547)",-35.74443086,146.5284291
"(-37.03048163756268, 144.96207848376537)",1c1m,1c1m,1,0,0,1,"(-37.03048163756268, 144.96207848376537)",-37.03048164,144.9620785
"(-37.03048163756268, 144.96207848376537)",1c1m,1c1m,1,0,0,1,"(-37.03048163756268, 144.96207848376537)",-37.03048164,144.9620785
"(-37.55779636782251, 144.29684910380644)",1c1m,1c1m,1,0,0,1,"(-37.55779636782251, 144.29684910380644)",-37.55779637,144.2968491
"(-38.8543668154524, 142.59748491650745)",1c1s,1c1s,1,0,1,0,"(-38.8543668154524, 142.59748491650745)",-38.85436682,142.5974849
"(-37.061137508219254, 144.92378829804693)",1c1m,1c1m,1,0,0,1,"(-37.061137508219254, 144.92378829804693)",-37.06113751,144.9237883
"(-37.09431521667411, 144.88229581115408)",1c1m,1c1m,1,0,0,1,"(-37.09431521667411, 144.88229581115408)",-37.09431522,144.8822958
"(-37.259542351648136, 144.67484199621413)",1c1m,1c1m,1,0,0,1,"(-37.259542351648136, 144.67484199621413)",-37.25954235,144.6748420
"(-36.9551272829889, 145.0560017221409)",1c1m,1c1m,1,0,0,1,"(-36.9551272829889, 145.0560017221409)",-36.95512728,145.0560017
"(-38.08923222417137, 143.61170252243923)",1c1s,1c1s,1,0,1,0,"(-38.08923222417137, 143.61170252243923)",-38.08923222,143.6117025
"(-37.33887798731066, 144.5747413600517)",1c1m,1c1m,1,0,0,1,"(-37.33887798731066, 144.5747413600517)",-37.33887799,144.5747414
"(-35.959726645274365, 146.27144013284692)",1c1s,1c1s,1,0,1,0,"(-35.959726645274365, 146.27144013284692)",-35.95972665,146.2714401
"(-36.5169709357019, 145.59669276417048)",1c1s,1c1s,1,0,1,0,"(-36.5169709357019, 145.59669276417048)",-36.51697094,145.5966928
"(-37.90771531375846, 143.84743658740825)",1c1s,1c1s,1,0,1,0,"(-37.90771531375846, 143.84743658740825)",-37.90771531,143.8474366
"(-37.0911263589171, 144.88628621265607)",1c1m,1c1m,1,0,0,1,"(-37.0911263589171, 144.88628621265607)",-37.09112636,144.8862862
"(-37.143702870888646, 144.82042955916214)",1c1m,1c1m,1,0,0,1,"(-37.143702870888646, 144.82042955916214)",-37.14370287,144.8204296
"(-37.0895601074634, 144.88824596835173)",1c1m,1c1m,1,0,0,1,"(-37.0895601074634, 144.88824596835173)",-37.08956011,144.8882460
"(-37.041579483862755, 144.94822227501538)",1c1m,1c1m,1,0,0,1,"(-37.041579483862755, 144.94822227501538)",-37.04157948,144.9482223
"(-37.041558959596316, 144.94824790618992)",1c1s,1c1s,1,0,1,0,"(-37.041558959596316, 144.94824790618992)",-37.04155896,144.9482479
"(-37.44420913975802, 144.4413443214834)",3c3m,3c3m,3,0,0,3,"(-37.44420913975802, 144.4413443214834)",-37.44420914,144.4413443
"(-36.74618932266898, 145.31497939596483)",1c1m,1c1m,1,0,0,1,"(-36.74618932266898, 145.31497939596483)",-36.74618932,145.3149794
"(-36.786594873021464, 145.26506132335226)",1c1m,1c1m,1,0,0,1,"(-36.786594873021464, 145.26506132335226)",-36.78659487,145.2650613
"(-36.900680398473675, 145.12369233769215)",2c2m,2c2m,2,0,0,2,"(-36.900680398473675, 145.12369233769215)",-36.90068040,145.1236923
"(-37.9034415675252, 143.85296513017525)",1c1m,1c1m,1,0,0,1,"(-37.9034415675252, 143.85296513017525)",-37.90344157,143.8529651
"(-37.023736373825926, 144.9704973077949)",1c1s,1c1s,1,0,1,0,"(-37.023736373825926, 144.9704973077949)",-37.02373637,144.9704973
"(-37.005667080208184, 144.99303870240755)",1c1s,1c1s,1,0,1,0,"(-37.005667080208184, 144.99303870240755)",-37.00566708,144.9930387
"(-37.356957450551924, 144.55188499822506)",1c1m,1c1m,1,0,0,1,"(-37.356957450551924, 144.55188499822506)",-37.35695745,144.5518850
"(-39.30558842266971, 141.98294923412635)",1c1m,1c1m,1,0,0,1,"(-39.30558842266971, 141.98294923412635)",-39.30558842,141.9829492
"(-35.48679362347268, 146.83334170670057)",1c1s,1c1s,1,0,1,0,"(-35.48679362347268, 146.83334170670057)",-35.48679362,146.8333417
"(-37.06117118118132, 144.92374621385633)",1c1m,1c1m,1,0,0,1,"(-37.06117118118132, 144.92374621385633)",-37.06117118,144.9237462
"(-37.35937702380776, 144.54882486530138)",1c1s,1c1s,1,0,1,0,"(-37.35937702380776, 144.54882486530138)",-37.35937702,144.5488249
"(-37.020301902134385, 144.97478304038867)",1c1s,1c1s,1,0,1,0,"(-37.020301902134385, 144.97478304038867)",-37.02030190,144.9747830
"(-37.03010794790453, 144.96254494791418)",1c1s,1c1s,1,0,1,0,"(-37.03010794790453, 144.96254494791418)",-37.03010795,144.9625449
"(-37.03010794790453, 144.96254494791418)",2c2m,2c2m,2,0,0,2,"(-37.03010794790453, 144.96254494791418)",-37.03010795,144.9625449
"(-37.32889417376291, 144.58735591225246)",1c1s,1c1s,1,0,1,0,"(-37.32889417376291, 144.58735591225246)",-37.32889417,144.5873559
"(-37.1595700860676, 144.80052739578724)",1c1m,1c1m,1,0,0,1,"(-37.1595700860676, 144.80052739578724)",-37.15957009,144.8005274
"(-36.997579131400826, 145.0031231878999)",1c1m,1c1m,1,0,0,1,"(-36.997579131400826, 145.0031231878999)",-36.99757913,145.0031232
"(-36.712516070554805, 145.3565205031298)",2c1s1m,2c1s1m,2,0,1,1,"(-36.712516070554805, 145.3565205031298)",-36.71251607,145.3565205
"(-36.930253806608015, 145.08694340881297)",1c1m,1c1m,1,0,0,1,"(-36.930253806608015, 145.08694340881297)",-36.93025381,145.0869434
"(-37.15871710712817, 144.80159760304326)",1c1m,1c1m,1,0,0,1,"(-37.15871710712817, 144.80159760304326)",-37.15871711,144.8015976
"(-36.90293415717663, 145.1208932399575)",2c1s1m,2c1s1m,2,0,1,1,"(-36.90293415717663, 145.1208932399575)",-36.90293416,145.1208932
"(-37.81752995789929, 143.96389102552507)",2c2m,2c2m,2,0,0,2,"(-37.81752995789929, 143.96389102552507)",-37.81752996,143.9638910
"(-37.04154347858602, 144.94826723921682)",1c1m,1c1m,1,0,0,1,"(-37.04154347858602, 144.94826723921682)",-37.04154348,144.9482672
"(-37.24773137028962, 144.68971703251955)",1c1m,1c1m,1,0,0,1,"(-37.24773137028962, 144.68971703251955)",-37.24773137,144.6897170
"(-37.807954551497595, 143.97622976300948)",1c1m,1c1m,1,0,0,1,"(-37.807954551497595, 143.97622976300948)",-37.80795455,143.9762298
"(-36.93098480143714, 145.08603450942698)",1c1s,1c1s,1,0,1,0,"(-36.93098480143714, 145.08603450942698)",-36.93098480,145.0860345
"(-36.99562824092257, 145.00555518039954)",1c1m,1c1m,1,0,0,1,"(-36.99562824092257, 145.00555518039954)",-36.99562824,145.0055552
"(-38.49831565319396, 143.07366989955688)",2c1s1m,2c1s1m,2,0,1,1,"(-38.49831565319396, 143.07366989955688)",-38.49831565,143.0736699
"(-36.90254984077621, 145.1213705663771)",1c1m,1c1m,1,0,0,1,"(-36.90254984077621, 145.1213705663771)",-36.90254984,145.1213706
"(-35.3353155640715, 147.01131287216984)",1c1s,1c1s,1,0,1,0,"(-35.3353155640715, 147.01131287216984)",-35.33531556,147.0113129
"(-36.32011225763648, 145.83667472292368)",1c1m,1c1m,1,0,0,1,"(-36.32011225763648, 145.83667472292368)",-36.32011226,145.8366747
"(-37.05389155352114, 144.9328429268369)",1c1m,1c1m,1,0,0,1,"(-37.05389155352114, 144.9328429268369)",-37.05389155,144.9328429
"(-37.01895234572623, 144.9764669358351)",1c1m,1c1m,1,0,0,1,"(-37.01895234572623, 144.9764669358351)",-37.01895235,144.9764669
"(-36.87618991972399, 145.1540928205976)",3c3m,3c3m,3,0,0,3,"(-36.87618991972399, 145.1540928205976)",-36.87618992,145.1540928
"(-37.18450380475142, 144.76922769659566)",4c4m,4c4m,4,0,0,4,"(-37.18450380475142, 144.76922769659566)",-37.18450380,144.7692277
"(-37.169063432732486, 144.78861391768078)",1c1s,1c1s,1,0,1,0,"(-37.169063432732486, 144.78861391768078)",-37.16906343,144.7886139
"(-37.11871812173716, 144.85174230491867)",1c1m,1c1m,1,0,0,1,"(-37.11871812173716, 144.85174230491867)",-37.11871812,144.8517423
"(-36.844291776071515, 145.19364493447)",1c1s,1c1s,1,0,1,0,"(-36.844291776071515, 145.19364493447)",-36.84429178,145.1936449
"(-36.870219803661776, 145.1614992194932)",4c4m,4c4m,4,0,0,4,"(-36.870219803661776, 145.1614992194932)",-36.87021980,145.1614992
"(-35.995504034247695, 146.2285378357477)",2c2m,2c2m,2,0,0,2,"(-35.995504034247695, 146.2285378357477)",-35.99550403,146.2285378
"(-35.995504034247695, 146.2285378357477)",2c2m,2c2m,2,0,0,2,"(-35.995504034247695, 146.2285378357477)",-35.99550403,146.2285378
"(-36.842598242337154, 145.19574345483713)",1c1m,1c1m,1,0,0,1,"(-36.842598242337154, 145.19574345483713)",-36.84259824,145.1957435
"(-37.536752972304186, 144.32366923892081)",2c2m,2c2m,2,0,0,2,"(-37.536752972304186, 144.32366923892081)",-37.53675297,144.3236692
"(-37.90092606426445, 143.856218735682)",1c1m,1c1m,1,0,0,1,"(-37.90092606426445, 143.856218735682)",-37.90092606,143.8562187
"(-36.894813641087964, 145.13097750755537)",1c1s,1c1s,1,0,1,0,"(-36.894813641087964, 145.13097750755537)",-36.89481364,145.1309775
"(-36.99136814315624, 145.01086519497667)",1c1m,1c1m,1,0,0,1,"(-36.99136814315624, 145.01086519497667)",-36.99136814,145.0108652
"(-37.15133013326053, 144.81086429617235)",1c1m,1c1m,1,0,0,1,"(-37.15133013326053, 144.81086429617235)",-37.15133013,144.8108643
"(-36.88832756594767, 145.13902978000806)",1c1m,1c1m,1,0,0,1,"(-36.88832756594767, 145.13902978000806)",-36.88832757,145.1390298
"(-37.092169794276785, 144.88498055746985)",1c1m,1c1m,1,0,0,1,"(-37.092169794276785, 144.88498055746985)",-37.09216979,144.8849806
"(-38.3879950461479, 143.21970424058335)",1c1m,1c1m,1,0,0,1,"(-38.3879950461479, 143.21970424058335)",-38.38799505,143.2197042
"(-37.06589889457096, 144.9178369991457)",2c1s1m,2c1s1m,2,0,1,1,"(-37.06589889457096, 144.9178369991457)",-37.06589889,144.9178370
"(-37.00505031663955, 144.99380782945818)",1c1s,1c1s,1,0,1,0,"(-37.00505031663955, 144.99380782945818)",-37.00505032,144.9938078
"(-36.817117200933936, 145.22730122767453)",1c1m,1c1m,1,0,0,1,"(-36.817117200933936, 145.22730122767453)",-36.81711720,145.2273012
"(-37.061901745672635, 144.92283314654833)",2c2m,2c2m,2,0,0,2,"(-37.061901745672635, 144.92283314654833)",-37.06190175,144.9228331
"(-37.061901745672635, 144.92283314654833)",2c2m,2c2m,2,0,0,2,"(-37.061901745672635, 144.92283314654833)",-37.06190175,144.9228331
"(-38.876010366351686, 142.56829440906682)",1c1m,1c1m,1,0,0,1,"(-38.876010366351686, 142.56829440906682)",-38.87601037,142.5682944
"(-37.69501895022458, 144.1213865428421)",2c1s1m,2c1s1m,2,0,1,1,"(-37.69501895022458, 144.1213865428421)",-37.69501895,144.1213865
"(-37.69501895022458, 144.1213865428421)",2c1s1m,2c1s1m,2,0,1,1,"(-37.69501895022458, 144.1213865428421)",-37.69501895,144.1213865
"(-37.69501895022458, 144.1213865428421)",2c1s1m,2c1s1m,2,0,1,1,"(-37.69501895022458, 144.1213865428421)",-37.69501895,144.1213865
"(-36.80214778255094, 145.2458259532661)",2c1f1s,2c1f1s,2,1,1,0,"(-36.80214778255094, 145.2458259532661)",-36.80214778,145.2458260
"(-36.90591166857061, 145.1171948849278)",1c1m,1c1m,1,0,0,1,"(-36.90591166857061, 145.1171948849278)",-36.90591167,145.1171949
"(-36.34421695548925, 145.80738567750134)",2c2m,2c2m,2,0,0,2,"(-36.34421695548925, 145.80738567750134)",-36.34421696,145.8073857
"(-36.69870551766854, 145.37354228521068)",1c1m,1c1m,1,0,0,1,"(-36.69870551766854, 145.37354228521068)",-36.69870552,145.3735423
"(-36.89591294122095, 145.12961255587982)",2c2m,2c2m,2,0,0,2,"(-36.89591294122095, 145.12961255587982)",-36.89591294,145.1296126
"(-38.93256066767827, 142.4918910443285)",1c1s,1c1s,1,0,1,0,"(-38.93256066767827, 142.4918910443285)",-38.93256067,142.4918910
"(-37.04777749216358, 144.94048110761918)",1c1m,1c1m,1,0,0,1,"(-37.04777749216358, 144.94048110761918)",-37.04777749,144.9404811
"(-36.94291752168136, 145.07119399418076)",2c2m,2c2m,2,0,0,2,"(-36.94291752168136, 145.07119399418076)",-36.94291752,145.0711940
"(-36.42719256755899, 145.70635989749698)",1c1m,1c1m,1,0,0,1,"(-36.42719256755899, 145.70635989749698)",-36.42719257,145.7063599
"(-35.996365699796094, 146.22750387683448)",4c4m,4c4m,4,0,0,4,"(-35.996365699796094, 146.22750387683448)",-35.99636570,146.2275039
"(-37.576678556758694, 144.27276375158763)",1c1m,1c1m,1,0,0,1,"(-37.576678556758694, 144.27276375158763)",-37.57667856,144.2727638
"(-36.8269256524622, 145.21515736337852)",2c2s,2c2s,2,0,2,0,"(-36.8269256524622, 145.21515736337852)",-36.82692565,145.2151574
"(-36.8269256524622, 145.21515736337852)",2c2s,2c2s,2,0,2,0,"(-36.8269256524622, 145.21515736337852)",-36.82692565,145.2151574
"(-36.77222336503857, 145.28282523473362)",2c2m,2c2m,2,0,0,2,"(-36.77222336503857, 145.28282523473362)",-36.77222337,145.2828252
"(-38.92760114302305, 142.4985995016686)",5c1s4m,5c1s4m,5,0,1,4,"(-38.92760114302305, 142.4985995016686)",-38.92760114,142.4985995
"(-36.94079282784787, 145.07383694784338)",1c1m,1c1m,1,0,0,1,"(-36.94079282784787, 145.07383694784338)",-36.94079283,145.0738369
"(-37.06571326366153, 144.91806904189917)",2c2m,2c2m,2,0,0,2,"(-37.06571326366153, 144.91806904189917)",-37.06571326,144.9180690
"(-37.51895585700378, 144.34633390658726)",1c1s,1c1s,1,0,1,0,"(-37.51895585700378, 144.34633390658726)",-37.51895586,144.3463339
"(-36.83150006495862, 145.2094921857964)",1c1s,1c1s,1,0,1,0,"(-36.83150006495862, 145.2094921857964)",-36.83150006,145.2094922
"(-36.74461252198412, 145.31692583037713)",1c1m,1c1m,1,0,0,1,"(-36.74461252198412, 145.31692583037713)",-36.74461252,145.3169258
"(-37.18164004770892, 144.77282420148344)",2c2m,2c2m,2,0,0,2,"(-37.18164004770892, 144.77282420148344)",-37.18164005,144.7728242
"(-37.264077696221314, 144.66912819801246)",1c1s,1c1s,1,0,1,0,"(-37.264077696221314, 144.66912819801246)",-37.26407770,144.6691282
"(-37.01349728223089, 144.98327252174357)",1c1m,1c1m,1,0,0,1,"(-37.01349728223089, 144.98327252174357)",-37.01349728,144.9832725
"(-36.878488876237554, 145.15124032279653)",2c2m,2c2m,2,0,0,2,"(-36.878488876237554, 145.15124032279653)",-36.87848888,145.1512403
"(-36.754062262270985, 145.3052591005493)",1c1m,1c1m,1,0,0,1,"(-36.754062262270985, 145.3052591005493)",-36.75406226,145.3052591
"(-39.51074588584836, 141.69928135019234)",1c1m,1c1m,1,0,0,1,"(-39.51074588584836, 141.69928135019234)",-39.51074589,141.6992814
"(-36.065040670829724, 146.1449913340648)",1c1m,1c1m,1,0,0,1,"(-36.065040670829724, 146.1449913340648)",-36.06504067,146.1449913
"(-37.74847716350729, 144.0527613154399)",2c2m,2c2m,2,0,0,2,"(-37.74847716350729, 144.0527613154399)",-37.74847716,144.0527613
"(-36.73026389891566, 145.33463259382395)",1c1s,1c1s,1,0,1,0,"(-36.73026389891566, 145.33463259382395)",-36.73026390,145.3346326
"(-36.918211837069244, 145.10191231795267)",1c1m,1c1m,1,0,0,1,"(-36.918211837069244, 145.10191231795267)",-36.91821184,145.1019123
"(-37.69942535195655, 144.11573571894414)",1c1m,1c1m,1,0,0,1,"(-37.69942535195655, 144.11573571894414)",-37.69942535,144.1157357
"(-35.82561250922361, 146.4317628409666)",1c1m,1c1m,1,0,0,1,"(-35.82561250922361, 146.4317628409666)",-35.82561251,146.4317628
"(-36.93507457214125, 145.0809489167258)",1c1m,1c1m,1,0,0,1,"(-36.93507457214125, 145.0809489167258)",-36.93507457,145.0809489
"(-37.102486471365715, 144.87206834208223)",1c1s,1c1s,1,0,1,0,"(-37.102486471365715, 144.87206834208223)",-37.10248647,144.8720683
"(-35.42134716766196, 146.9103515826727)",1c1m,1c1m,1,0,0,1,"(-35.42134716766196, 146.9103515826727)",-35.42134717,146.9103516
"(-37.191644150072435, 144.76025856238536)",1c1s,1c1s,1,0,1,0,"(-37.191644150072435, 144.76025856238536)",-37.19164415,144.7602586
"(-36.326544969876515, 145.82886108900234)",1c1m,1c1m,1,0,0,1,"(-36.326544969876515, 145.82886108900234)",-36.32654497,145.8288611
"(-39.33494845543061, 141.94251981724355)",2c1s1m,2c1s1m,2,0,1,1,"(-39.33494845543061, 141.94251981724355)",-39.33494846,141.9425198
"(-36.41728264768444, 145.71844226918938)",1c1m,1c1m,1,0,0,1,"(-36.41728264768444, 145.71844226918938)",-36.41728265,145.7184423
"(-36.76416893215608, 145.2927765858706)",1c1m,1c1m,1,0,0,1,"(-36.76416893215608, 145.2927765858706)",-36.76416893,145.2927766
"(-35.357559163800744, 146.98523853418695)",2c2s,2c2s,2,0,2,0,"(-35.357559163800744, 146.98523853418695)",-35.35755916,146.9852385
"(-36.53571756981133, 145.57374577224977)",1c1s,1c1s,1,0,1,0,"(-36.53571756981133, 145.57374577224977)",-36.53571757,145.5737458
"(-36.05163304833745, 146.16111694857435)",1c1m,1c1m,1,0,0,1,"(-36.05163304833745, 146.16111694857435)",-36.05163305,146.1611169
"(-38.760493936034386, 142.72376329599464)",1c1m,1c1m,1,0,0,1,"(-38.760493936034386, 142.72376329599464)",-38.76049394,142.7237633
"(-37.299388006928645, 144.6246072801389)",2c2m,2c2m,2,0,0,2,"(-37.299388006928645, 144.6246072801389)",-37.29938801,144.6246073
"(-37.13584407004144, 144.8302821513798)",1c1m,1c1m,1,0,0,1,"(-37.13584407004144, 144.8302821513798)",-37.13584407,144.8302822
"(-38.045221616048146, 143.66902509046204)",1c1s,1c1s,1,0,1,0,"(-38.045221616048146, 143.66902509046204)",-38.04522162,143.6690251
"(-36.82301722439604, 145.21999695270227)",1c1s,1c1s,1,0,1,0,"(-36.82301722439604, 145.21999695270227)",-36.82301722,145.2199970
"(-37.02095481713585, 144.9739683400284)",1c1m,1c1m,1,0,0,1,"(-37.02095481713585, 144.9739683400284)",-37.02095482,144.9739683
"(-36.97936973638144, 145.02581586105177)",4c4m,4c4m,4,0,0,4,"(-36.97936973638144, 145.02581586105177)",-36.97936974,145.0258159
"(-36.97936973638144, 145.02581586105177)",4c4m,4c4m,4,0,0,4,"(-36.97936973638144, 145.02581586105177)",-36.97936974,145.0258159
"(-37.95628047705656, 143.7845425472415)",1c1s,1c1s,1,0,1,0,"(-37.95628047705656, 143.7845425472415)",-37.95628048,143.7845425
"(-36.61701780199195, 145.4740387462049)",1c1m,1c1m,1,0,0,1,"(-36.61701780199195, 145.4740387462049)",-36.61701780,145.4740387
"(-36.864043246943126, 145.1691599047208)",3c3m,3c3m,3,0,0,3,"(-36.864043246943126, 145.1691599047208)",-36.86404325,145.1691599
"(-36.60999176414425, 145.48266779247234)",2c2s,2c2s,2,0,2,0,"(-36.60999176414425, 145.48266779247234)",-36.60999176,145.4826678
"(-36.60999176414425, 145.48266779247234)",2c2s,2c2s,2,0,2,0,"(-36.60999176414425, 145.48266779247234)",-36.60999176,145.4826678
"(-36.93895104419911, 145.07612780473116)",5c2s3m,5c2s3m,5,0,2,3,"(-36.93895104419911, 145.07612780473116)",-36.93895104,145.0761278
"(-40.2273045594448, 140.68646164352825)",1c1s,1c1s,1,0,1,0,"(-40.2273045594448, 140.68646164352825)",-40.22730456,140.6864616
"(-37.148015171427055, 144.8150219094041)",1c1m,1c1m,1,0,0,1,"(-37.148015171427055, 144.8150219094041)",-37.14801517,144.8150219
"(-36.74615487767606, 145.31502191682668)",2c2m,2c2m,2,0,0,2,"(-36.74615487767606, 145.31502191682668)",-36.74615488,145.3150219
"(-36.88499238110128, 145.14316951831168)",2c2m,2c2m,2,0,0,2,"(-36.88499238110128, 145.14316951831168)",-36.88499238,145.1431695
"(-36.7960333954262, 145.25338943142805)",1c1s,1c1s,1,0,1,0,"(-36.7960333954262, 145.25338943142805)",-36.79603340,145.2533894
"(-36.669546965169985, 145.40945096964472)",1c1m,1c1m,1,0,0,1,"(-36.669546965169985, 145.40945096964472)",-36.66954697,145.4094510
"(-38.49839831919339, 143.0735602082915)",1c1m,1c1m,1,0,0,1,"(-38.49839831919339, 143.0735602082915)",-38.49839832,143.0735602
"(-36.96838465307858, 145.03949767477886)",1c1m,1c1m,1,0,0,1,"(-36.96838465307858, 145.03949767477886)",-36.96838465,145.0394977
"(-36.708951070737264, 145.3609153069204)",2c1s1m,2c1s1m,2,0,1,1,"(-36.708951070737264, 145.3609153069204)",-36.70895107,145.3609153
