lat_long,casualties_id,Casualties.casualties_id,Casualties.casualties,Casualties.fatalities,Casualties.serious_injuries,Casualties.minor_injuries,Location2.lat_long,Location2.latitude,Location2.longitude
"(-36.848592869493984, 145.18831466669482)",2c2m,2c2m,2,0,0,2,"(-36.848592869493984, 145.18831466669482)",-36.84859287,145.1883147
"(-36.848592869493984, 145.18831466669482)",1c1m,1c1m,1,0,0,1,"(-36.848592869493984, 145.18831466669482)",-36.84859287,145.1883147
"(-36.79537945683204, 145.25419824495853)",1c1m,1c1m,1,0,0,1,"(-36.79537945683204, 145.25419824495853)",-36.79537946,145.2541982
"(-36.79537945683204, 145.25419824495853)",2c2m,2c2m,2,0,0,2,"(-36.79537945683204, 145.25419824495853)",-36.79537946,145.2541982
"(-36.79537945683204, 145.25419824495853)",2c2m,2c2m,2,0,0,2,"(-36.79537945683204, 145.25419824495853)",-36.79537946,145.2541982
"(-36.71912672375275, 145.34836952309988)",3c3m,3c3m,3,0,0,3,"(-36.71912672375275, 145.34836952309988)",-36.71912672,145.3483695
"(-36.80667404050646, 145.24022582657395)",3c1s2m,3c1s2m,3,0,1,2,"(-36.80667404050646, 145.24022582657395)",-36.80667404,145.2402258
"(-36.80667404050646, 145.24022582657395)",1c1m,1c1m,1,0,0,1,"(-36.80667404050646, 145.24022582657395)",-36.80667404,145.2402258
"(-36.80667404050646, 145.24022582657395)",1c1m,1c1m,1,0,0,1,"(-36.80667404050646, 145.24022582657395)",-36.80667404,145.2402258
"(-36.91678226815075, 145.1036888904009)",1c1s,1c1s,1,0,1,0,"(-36.91678226815075, 145.1036888904009)",-36.91678227,145.1036889
"(-36.96815039098924, 145.03978938146878)",1c1m,1c1m,1,0,0,1,"(-36.96815039098924, 145.03978938146878)",-36.96815039,145.0397894
"(-36.96815039098924, 145.03978938146878)",1c1m,1c1m,1,0,0,1,"(-36.96815039098924, 145.03978938146878)",-36.96815039,145.0397894
"(-36.85830778831769, 145.1762718470869)",1c1m,1c1m,1,0,0,1,"(-36.85830778831769, 145.1762718470869)",-36.85830779,145.1762718
"(-36.90142644675756, 145.12276579645868)",2c2m,2c2m,2,0,0,2,"(-36.90142644675756, 145.12276579645868)",-36.90142645,145.1227658
"(-36.95430849484877, 145.05702074601183)",2c2m,2c2m,2,0,0,2,"(-36.95430849484877, 145.05702074601183)",-36.95430849,145.0570207
"(-36.95430849484877, 145.05702074601183)",2c2m,2c2m,2,0,0,2,"(-36.95430849484877, 145.05702074601183)",-36.95430849,145.0570207
"(-36.95430849484877, 145.05702074601183)",2c2m,2c2m,2,0,0,2,"(-36.95430849484877, 145.05702074601183)",-36.95430849,145.0570207
"(-36.95430849484877, 145.05702074601183)",3c3m,3c3m,3,0,0,3,"(-36.95430849484877, 145.05702074601183)",-36.95430849,145.0570207
"(-36.95430849484877, 145.05702074601183)",2c1s1m,2c1s1m,2,0,1,1,"(-36.95430849484877, 145.05702074601183)",-36.95430849,145.0570207
"(-36.95430849484877, 145.05702074601183)",2c1s1m,2c1s1m,2,0,1,1,"(-36.95430849484877, 145.05702074601183)",-36.95430849,145.0570207
"(-36.95430849484877, 145.05702074601183)",1c1m,1c1m,1,0,0,1,"(-36.95430849484877, 145.05702074601183)",-36.95430849,145.0570207
"(-37.16557602344208, 144.79299089398395)",2c2m,2c2m,2,0,0,2,"(-37.16557602344208, 144.79299089398395)",-37.16557602,144.7929909
"(-36.89470349364591, 145.13111426945486)",1c1m,1c1m,1,0,0,1,"(-36.89470349364591, 145.13111426945486)",-36.89470349,145.1311143
"(-37.93031581195592, 143.81818393247815)",3c3m,3c3m,3,0,0,3,"(-37.93031581195592, 143.81818393247815)",-37.93031581,143.8181839
"(-37.01077143110214, 144.98667266864987)",2c2m,2c2m,2,0,0,2,"(-37.01077143110214, 144.98667266864987)",-37.01077143,144.9866727
"(-37.01077143110214, 144.98667266864987)",1c1m,1c1m,1,0,0,1,"(-37.01077143110214, 144.98667266864987)",-37.01077143,144.9866727
"(-37.01077143110214, 144.98667266864987)",1c1m,1c1m,1,0,0,1,"(-37.01077143110214, 144.98667266864987)",-37.01077143,144.9866727
"(-37.01077143110214, 144.98667266864987)",2c2m,2c2m,2,0,0,2,"(-37.01077143110214, 144.98667266864987)",-37.01077143,144.9866727
"(-37.18200709763794, 144.77236325769616)",1c1m,1c1m,1,0,0,1,"(-37.18200709763794, 144.77236325769616)",-37.18200710,144.7723633
"(-37.18200709763794, 144.77236325769616)",1c1s,1c1s,1,0,1,0,"(-37.18200709763794, 144.77236325769616)",-37.18200710,144.7723633
"(-37.18200709763794, 144.77236325769616)",1c1m,1c1m,1,0,0,1,"(-37.18200709763794, 144.77236325769616)",-37.18200710,144.7723633
"(-37.18200709763794, 144.77236325769616)",2c2m,2c2m,2,0,0,2,"(-37.18200709763794, 144.77236325769616)",-37.18200710,144.7723633
"(-36.99344940636569, 145.00827110822965)",1c1m,1c1m,1,0,0,1,"(-36.99344940636569, 145.00827110822965)",-36.99344941,145.0082711
"(-36.99344940636569, 145.00827110822965)",2c2m,2c2m,2,0,0,2,"(-36.99344940636569, 145.00827110822965)",-36.99344941,145.0082711
"(-37.02632641523692, 144.9672649194157)",1c1m,1c1m,1,0,0,1,"(-37.02632641523692, 144.9672649194157)",-37.02632642,144.9672649
"(-36.846972004934635, 145.19032348010472)",1c1s,1c1s,1,0,1,0,"(-36.846972004934635, 145.19032348010472)",-36.84697200,145.1903235
"(-36.819375788184416, 145.22450527746264)",1c1s,1c1s,1,0,1,0,"(-36.819375788184416, 145.22450527746264)",-36.81937579,145.2245053
"(-36.819375788184416, 145.22450527746264)",1c1m,1c1m,1,0,0,1,"(-36.819375788184416, 145.22450527746264)",-36.81937579,145.2245053
"(-36.819375788184416, 145.22450527746264)",1c1m,1c1m,1,0,0,1,"(-36.819375788184416, 145.22450527746264)",-36.81937579,145.2245053
"(-36.819375788184416, 145.22450527746264)",1c1m,1c1m,1,0,0,1,"(-36.819375788184416, 145.22450527746264)",-36.81937579,145.2245053
"(-36.953353073061244, 145.05820977598339)",1c1m,1c1m,1,0,0,1,"(-36.953353073061244, 145.05820977598339)",-36.95335307,145.0582098
"(-36.953353073061244, 145.05820977598339)",3c3m,3c3m,3,0,0,3,"(-36.953353073061244, 145.05820977598339)",-36.95335307,145.0582098
"(-36.953353073061244, 145.05820977598339)",1c1s,1c1s,1,0,1,0,"(-36.953353073061244, 145.05820977598339)",-36.95335307,145.0582098
"(-36.953353073061244, 145.05820977598339)",1c1m,1c1m,1,0,0,1,"(-36.953353073061244, 145.05820977598339)",-36.95335307,145.0582098
"(-36.766109728704535, 145.2903789924)",1c1m,1c1m,1,0,0,1,"(-36.766109728704535, 145.2903789924)",-36.76610973,145.2903790
"(-36.766109728704535, 145.2903789924)",1c1m,1c1m,1,0,0,1,"(-36.766109728704535, 145.2903789924)",-36.76610973,145.2903790
"(-36.97294021110252, 145.03382449021544)",1c1s,1c1s,1,0,1,0,"(-36.97294021110252, 145.03382449021544)",-36.97294021,145.0338245
"(-36.97294021110252, 145.03382449021544)",1c1s,1c1s,1,0,1,0,"(-36.97294021110252, 145.03382449021544)",-36.97294021,145.0338245
"(-36.97294021110252, 145.03382449021544)",1c1m,1c1m,1,0,0,1,"(-36.97294021110252, 145.03382449021544)",-36.97294021,145.0338245
"(-37.034790157204384, 144.95669980665767)",1c1s,1c1s,1,0,1,0,"(-37.034790157204384, 144.95669980665767)",-37.03479016,144.9566998
"(-37.034790157204384, 144.95669980665767)",2c2m,2c2m,2,0,0,2,"(-37.034790157204384, 144.95669980665767)",-37.03479016,144.9566998
"(-37.0200361456651, 144.9751146424522)",1c1m,1c1m,1,0,0,1,"(-37.0200361456651, 144.9751146424522)",-37.02003615,144.9751146
"(-37.006215803803315, 144.99235440798836)",1c1m,1c1m,1,0,0,1,"(-37.006215803803315, 144.99235440798836)",-37.00621580,144.9923544
"(-37.50008998081411, 144.37034163796514)",1c1m,1c1m,1,0,0,1,"(-37.50008998081411, 144.37034163796514)",-37.50008998,144.3703416
"(-37.50998908694786, 144.35774685951236)",2c2s,2c2s,2,0,2,0,"(-37.50998908694786, 144.35774685951236)",-37.50998909,144.3577469
"(-36.831471283989124, 145.20952783272472)",1c1m,1c1m,1,0,0,1,"(-36.831471283989124, 145.20952783272472)",-36.83147128,145.2095278
"(-36.890529359843136, 145.13629654662932)",1c1m,1c1m,1,0,0,1,"(-36.890529359843136, 145.13629654662932)",-36.89052936,145.1362965
"(-36.890529359843136, 145.13629654662932)",3c1s2m,3c1s2m,3,0,1,2,"(-36.890529359843136, 145.13629654662932)",-36.89052936,145.1362965
"(-36.890529359843136, 145.13629654662932)",1c1m,1c1m,1,0,0,1,"(-36.890529359843136, 145.13629654662932)",-36.89052936,145.1362965
"(-37.05711327300294, 144.92881734979684)",2c1s1m,2c1s1m,2,0,1,1,"(-37.05711327300294, 144.92881734979684)",-37.05711327,144.9288173
"(-36.73812748681075, 145.32492983727266)",1c1m,1c1m,1,0,0,1,"(-36.73812748681075, 145.32492983727266)",-36.73812749,145.3249298
"(-36.824610775709665, 145.2180238356761)",2c1s1m,2c1s1m,2,0,1,1,"(-36.824610775709665, 145.2180238356761)",-36.82461078,145.2180238
"(-36.94475865010382, 145.0689035953243)",1c1m,1c1m,1,0,0,1,"(-36.94475865010382, 145.0689035953243)",-36.94475865,145.0689036
"(-37.001752259602924, 144.99792031121987)",1c1m,1c1m,1,0,0,1,"(-37.001752259602924, 144.99792031121987)",-37.00175226,144.9979203
"(-39.321748798066324, 141.96070285700367)",1c1m,1c1m,1,0,0,1,"(-39.321748798066324, 141.96070285700367)",-39.32174880,141.9607029
"(-39.309367290324715, 141.97774873798144)",2c2m,2c2m,2,0,0,2,"(-39.309367290324715, 141.97774873798144)",-39.30936729,141.9777487
"(-39.309367290324715, 141.97774873798144)",1c1m,1c1m,1,0,0,1,"(-39.309367290324715, 141.97774873798144)",-39.30936729,141.9777487
"(-37.0330319513605, 144.95889482935368)",1c1m,1c1m,1,0,0,1,"(-37.0330319513605, 144.95889482935368)",-37.03303195,144.9588948
"(-37.01986906660259, 144.9753231163543)",1c1m,1c1m,1,0,0,1,"(-37.01986906660259, 144.9753231163543)",-37.01986907,144.9753231
"(-37.01986906660259, 144.9753231163543)",1c1m,1c1m,1,0,0,1,"(-37.01986906660259, 144.9753231163543)",-37.01986907,144.9753231
"(-37.01986906660259, 144.9753231163543)",1c1m,1c1m,1,0,0,1,"(-37.01986906660259, 144.9753231163543)",-37.01986907,144.9753231
"(-37.01986906660259, 144.9753231163543)",1c1m,1c1m,1,0,0,1,"(-37.01986906660259, 144.9753231163543)",-37.01986907,144.9753231
"(-37.01986906660259, 144.9753231163543)",1c1s,1c1s,1,0,1,0,"(-37.01986906660259, 144.9753231163543)",-37.01986907,144.9753231
"(-36.918113783847865, 145.10203417510783)",1c1m,1c1m,1,0,0,1,"(-36.918113783847865, 145.10203417510783)",-36.91811378,145.1020342
"(-37.09116209731494, 144.88624149393868)",2c2m,2c2m,2,0,0,2,"(-37.09116209731494, 144.88624149393868)",-37.09116210,144.8862415
"(-36.7342568393011, 145.32970613730106)",1c1m,1c1m,1,0,0,1,"(-36.7342568393011, 145.32970613730106)",-36.73425684,145.3297061
"(-37.060368824199955, 144.9247489777317)",1c1s,1c1s,1,0,1,0,"(-37.060368824199955, 144.9247489777317)",-37.06036882,144.9247490
"(-36.978819123039834, 145.0265017855188)",1c1s,1c1s,1,0,1,0,"(-36.978819123039834, 145.0265017855188)",-36.97881912,145.0265018
"(-37.040229535325, 144.94990807736514)",1c1m,1c1m,1,0,0,1,"(-37.040229535325, 144.94990807736514)",-37.04022954,144.9499081
"(-37.040229535325, 144.94990807736514)",1c1m,1c1m,1,0,0,1,"(-37.040229535325, 144.94990807736514)",-37.04022954,144.9499081
"(-37.040229535325, 144.94990807736514)",1c1s,1c1s,1,0,1,0,"(-37.040229535325, 144.94990807736514)",-37.04022954,144.9499081
"(-37.040229535325, 144.94990807736514)",1c1m,1c1m,1,0,0,1,"(-37.040229535325, 144.94990807736514)",-37.04022954,144.9499081
"(-36.946195962241276, 145.06711543641734)",2c2m,2c2m,2,0,0,2,"(-36.946195962241276, 145.06711543641734)",-36.94619596,145.0671154
"(-36.85359246816657, 145.18211762876854)",1c1m,1c1m,1,0,0,1,"(-36.85359246816657, 145.18211762876854)",-36.85359247,145.1821176
"(-36.91048036398255, 145.1115192871403)",1c1m,1c1m,1,0,0,1,"(-36.91048036398255, 145.1115192871403)",-36.91048036,145.1115193
"(-36.99031589614426, 145.0121766347688)",1c1s,1c1s,1,0,1,0,"(-36.99031589614426, 145.0121766347688)",-36.99031590,145.0121766
"(-36.99031589614426, 145.0121766347688)",1c1s,1c1s,1,0,1,0,"(-36.99031589614426, 145.0121766347688)",-36.99031590,145.0121766
"(-36.88027455833625, 145.1490245082451)",1c1m,1c1m,1,0,0,1,"(-36.88027455833625, 145.1490245082451)",-36.88027456,145.1490245
"(-37.106834714176046, 144.86662455375216)",2c1s1m,2c1s1m,2,0,1,1,"(-37.106834714176046, 144.86662455375216)",-37.10683471,144.8666246
"(-37.106834714176046, 144.86662455375216)",1c1m,1c1m,1,0,0,1,"(-37.106834714176046, 144.86662455375216)",-37.10683471,144.8666246
"(-37.106834714176046, 144.86662455375216)",1c1m,1c1m,1,0,0,1,"(-37.106834714176046, 144.86662455375216)",-37.10683471,144.8666246
"(-36.14122466807936, 146.05321110823635)",2c2m,2c2m,2,0,0,2,"(-36.14122466807936, 146.05321110823635)",-36.14122467,146.0532111
"(-36.86294121461515, 145.17052654347515)",1c1s,1c1s,1,0,1,0,"(-36.86294121461515, 145.17052654347515)",-36.86294121,145.1705265
"(-36.86294121461515, 145.17052654347515)",1c1m,1c1m,1,0,0,1,"(-36.86294121461515, 145.17052654347515)",-36.86294121,145.1705265
"(-36.86294121461515, 145.17052654347515)",1c1m,1c1m,1,0,0,1,"(-36.86294121461515, 145.17052654347515)",-36.86294121,145.1705265
"(-36.86294121461515, 145.17052654347515)",1c1m,1c1m,1,0,0,1,"(-36.86294121461515, 145.17052654347515)",-36.86294121,145.1705265
"(-36.86294121461515, 145.17052654347515)",1c1s,1c1s,1,0,1,0,"(-36.86294121461515, 145.17052654347515)",-36.86294121,145.1705265
"(-36.93373303564001, 145.08261719520183)",2c2m,2c2m,2,0,0,2,"(-36.93373303564001, 145.08261719520183)",-36.93373304,145.0826172
"(-36.93373303564001, 145.08261719520183)",3c1s2m,3c1s2m,3,0,1,2,"(-36.93373303564001, 145.08261719520183)",-36.93373304,145.0826172
"(-36.87207091816858, 145.15920295121674)",1c1m,1c1m,1,0,0,1,"(-36.87207091816858, 145.15920295121674)",-36.87207092,145.1592030
"(-36.87207091816858, 145.15920295121674)",1c1m,1c1m,1,0,0,1,"(-36.87207091816858, 145.15920295121674)",-36.87207092,145.1592030
"(-36.87207091816858, 145.15920295121674)",1c1m,1c1m,1,0,0,1,"(-36.87207091816858, 145.15920295121674)",-36.87207092,145.1592030
"(-36.925287645025406, 145.093117510519)",1c1m,1c1m,1,0,0,1,"(-36.925287645025406, 145.093117510519)",-36.92528765,145.0931175
"(-37.24925344754722, 144.6878004874341)",1c1m,1c1m,1,0,0,1,"(-37.24925344754722, 144.6878004874341)",-37.24925345,144.6878005
"(-37.10793969927989, 144.86524101626762)",1c1m,1c1m,1,0,0,1,"(-37.10793969927989, 144.86524101626762)",-37.10793970,144.8652410
"(-36.82717237744917, 145.2148518327908)",2c2m,2c2m,2,0,0,2,"(-36.82717237744917, 145.2148518327908)",-36.82717238,145.2148518
"(-36.7886407915111, 145.2625316575878)",2c2m,2c2m,2,0,0,2,"(-36.7886407915111, 145.2625316575878)",-36.78864079,145.2625317
"(-36.946899517944836, 145.06624010648548)",2c1s1m,2c1s1m,2,0,1,1,"(-36.946899517944836, 145.06624010648548)",-36.94689952,145.0662401
"(-36.992339558461246, 145.00965444930443)",1c1m,1c1m,1,0,0,1,"(-36.992339558461246, 145.00965444930443)",-36.99233956,145.0096544
"(-37.038071175629995, 144.95260322849535)",1c1s,1c1s,1,0,1,0,"(-37.038071175629995, 144.95260322849535)",-37.03807118,144.9526032
"(-37.511158923365045, 144.35625812276248)",1c1m,1c1m,1,0,0,1,"(-37.511158923365045, 144.35625812276248)",-37.51115892,144.3562581
"(-37.511158923365045, 144.35625812276248)",2c1s1m,2c1s1m,2,0,1,1,"(-37.511158923365045, 144.35625812276248)",-37.51115892,144.3562581
"(-37.000717746361936, 144.9992101776782)",1c1m,1c1m,1,0,0,1,"(-37.000717746361936, 144.9992101776782)",-37.00071775,144.9992102
"(-37.000717746361936, 144.9992101776782)",1c1m,1c1m,1,0,0,1,"(-37.000717746361936, 144.9992101776782)",-37.00071775,144.9992102
"(-37.50080970818868, 144.3694260899321)",1c1m,1c1m,1,0,0,1,"(-37.50080970818868, 144.3694260899321)",-37.50080971,144.3694261
"(-37.16160618455635, 144.79797261646416)",1c1m,1c1m,1,0,0,1,"(-37.16160618455635, 144.79797261646416)",-37.16160618,144.7979726
"(-37.02822681629098, 144.9648929961568)",1c1m,1c1m,1,0,0,1,"(-37.02822681629098, 144.9648929961568)",-37.02822682,144.9648930
"(-37.15962071744519, 144.80046386896163)",1c1m,1c1m,1,0,0,1,"(-37.15962071744519, 144.80046386896163)",-37.15962072,144.8004639
"(-37.08960334364188, 144.8881918711727)",2c2m,2c2m,2,0,0,2,"(-37.08960334364188, 144.8881918711727)",-37.08960334,144.8881919
"(-37.031629112955855, 144.96064608600412)",1c1m,1c1m,1,0,0,1,"(-37.031629112955855, 144.96064608600412)",-37.03162911,144.9606461
"(-37.34070149237517, 144.57243681135773)",1c1m,1c1m,1,0,0,1,"(-37.34070149237517, 144.57243681135773)",-37.34070149,144.5724368
"(-37.34070149237517, 144.57243681135773)",1c1s,1c1s,1,0,1,0,"(-37.34070149237517, 144.57243681135773)",-37.34070149,144.5724368
"(-37.02163817423121, 144.9731156318375)",2c2m,2c2m,2,0,0,2,"(-37.02163817423121, 144.9731156318375)",-37.02163817,144.9731156
"(-37.02218628592854, 144.97243166922294)",1c1m,1c1m,1,0,0,1,"(-37.02218628592854, 144.97243166922294)",-37.02218629,144.9724317
"(-37.02218628592854, 144.97243166922294)",1c1m,1c1m,1,0,0,1,"(-37.02218628592854, 144.97243166922294)",-37.02218629,144.9724317
"(-37.03645103439776, 144.95462615319312)",4c1s3m,4c1s3m,4,0,1,3,"(-37.03645103439776, 144.95462615319312)",-37.03645103,144.9546262
"(-37.03645103439776, 144.95462615319312)",4c1s3m,4c1s3m,4,0,1,3,"(-37.03645103439776, 144.95462615319312)",-37.03645103,144.9546262
"(-37.03645103439776, 144.95462615319312)",1c1m,1c1m,1,0,0,1,"(-37.03645103439776, 144.95462615319312)",-37.03645103,144.9546262
"(-37.03645103439776, 144.95462615319312)",1c1m,1c1m,1,0,0,1,"(-37.03645103439776, 144.95462615319312)",-37.03645103,144.9546262
"(-37.1583472796447, 144.80206160324866)",1c1m,1c1m,1,0,0,1,"(-37.1583472796447, 144.80206160324866)",-37.15834728,144.8020616
"(-36.808550820072064, 145.2379034858082)",1c1m,1c1m,1,0,0,1,"(-36.808550820072064, 145.2379034858082)",-36.80855082,145.2379035
"(-37.028665485498095, 144.96434546025668)",1c1s,1c1s,1,0,1,0,"(-37.028665485498095, 144.96434546025668)",-37.02866549,144.9643455
"(-36.78845089605693, 145.2627664613521)",1c1s,1c1s,1,0,1,0,"(-36.78845089605693, 145.2627664613521)",-36.78845090,145.2627665
"(-36.78845089605693, 145.2627664613521)",1c1m,1c1m,1,0,0,1,"(-36.78845089605693, 145.2627664613521)",-36.78845090,145.2627665
"(-36.78845089605693, 145.2627664613521)",1c1m,1c1m,1,0,0,1,"(-36.78845089605693, 145.2627664613521)",-36.78845090,145.2627665
"(-36.78845089605693, 145.2627664613521)",1c1m,1c1m,1,0,0,1,"(-36.78845089605693, 145.2627664613521)",-36.78845090,145.2627665
"(-36.992330060110625, 145.0096662880154)",3c2s1m,3c2s1m,3,0,2,1,"(-36.992330060110625, 145.0096662880154)",-36.99233006,145.0096663
"(-36.992330060110625, 145.0096662880154)",1c1m,1c1m,1,0,0,1,"(-36.992330060110625, 145.0096662880154)",-36.99233006,145.0096663
"(-36.915269175222825, 145.10556915235898)",1c1m,1c1m,1,0,0,1,"(-36.915269175222825, 145.10556915235898)",-36.91526918,145.1055692
"(-36.834668380332, 145.2055677956539)",2c2s,2c2s,2,0,2,0,"(-36.834668380332, 145.2055677956539)",-36.83466838,145.2055678
"(-37.01800132676712, 144.97765350625883)",1c1m,1c1m,1,0,0,1,"(-37.01800132676712, 144.97765350625883)",-37.01800133,144.9776535
"(-37.01800132676712, 144.97765350625883)",1c1m,1c1m,1,0,0,1,"(-37.01800132676712, 144.97765350625883)",-37.01800133,144.9776535
"(-35.855649878263904, 146.39592379173118)",1c1m,1c1m,1,0,0,1,"(-35.855649878263904, 146.39592379173118)",-35.85564988,146.3959238
"(-37.21470012040475, 144.73127999003185)",1c1s,1c1s,1,0,1,0,"(-37.21470012040475, 144.73127999003185)",-37.21470012,144.7312800
"(-37.524696147415895, 144.33902543670905)",1c1f,1c1f,1,1,0,0,"(-37.524696147415895, 144.33902543670905)",-37.52469615,144.3390254
"(-37.00074285021341, 144.99917887796173)",2c2m,2c2m,2,0,0,2,"(-37.00074285021341, 144.99917887796173)",-37.00074285,144.9991789
"(-37.00074285021341, 144.99917887796173)",1c1m,1c1m,1,0,0,1,"(-37.00074285021341, 144.99917887796173)",-37.00074285,144.9991789
"(-37.00074285021341, 144.99917887796173)",1c1s,1c1s,1,0,1,0,"(-37.00074285021341, 144.99917887796173)",-37.00074285,144.9991789
"(-37.00074285021341, 144.99917887796173)",1c1m,1c1m,1,0,0,1,"(-37.00074285021341, 144.99917887796173)",-37.00074285,144.9991789
"(-37.11993918111933, 144.85021270615778)",1c1m,1c1m,1,0,0,1,"(-37.11993918111933, 144.85021270615778)",-37.11993918,144.8502127
"(-37.11993918111933, 144.85021270615778)",1c1s,1c1s,1,0,1,0,"(-37.11993918111933, 144.85021270615778)",-37.11993918,144.8502127
"(-37.038909994239084, 144.95155582017068)",1c1m,1c1m,1,0,0,1,"(-37.038909994239084, 144.95155582017068)",-37.03890999,144.9515558
"(-37.038909994239084, 144.95155582017068)",1c1m,1c1m,1,0,0,1,"(-37.038909994239084, 144.95155582017068)",-37.03890999,144.9515558
"(-37.038909994239084, 144.95155582017068)",1c1m,1c1m,1,0,0,1,"(-37.038909994239084, 144.95155582017068)",-37.03890999,144.9515558
"(-36.5932018641119, 145.50327892437923)",1c1f,1c1f,1,1,0,0,"(-36.5932018641119, 145.50327892437923)",-36.59320186,145.5032789
"(-37.917871721992164, 143.83429421469916)",1c1m,1c1m,1,0,0,1,"(-37.917871721992164, 143.83429421469916)",-37.91787172,143.8342942
"(-36.80032618330961, 145.24807945416143)",1c1m,1c1m,1,0,0,1,"(-36.80032618330961, 145.24807945416143)",-36.80032618,145.2480795
"(-36.94793827503946, 145.06494769095707)",2c2m,2c2m,2,0,0,2,"(-36.94793827503946, 145.06494769095707)",-36.94793828,145.0649477
"(-36.94793827503946, 145.06494769095707)",1c1m,1c1m,1,0,0,1,"(-36.94793827503946, 145.06494769095707)",-36.94793828,145.0649477
"(-37.91618588890415, 143.83647606788242)",1c1m,1c1m,1,0,0,1,"(-37.91618588890415, 143.83647606788242)",-37.91618589,143.8364761
"(-37.286977609379626, 144.6402621087154)",1c1s,1c1s,1,0,1,0,"(-37.286977609379626, 144.6402621087154)",-37.28697761,144.6402621
"(-36.95247140299032, 145.05930698172241)",1c1m,1c1m,1,0,0,1,"(-36.95247140299032, 145.05930698172241)",-36.95247140,145.0593070
"(-36.99876754982744, 145.0016416061802)",2c1s1m,2c1s1m,2,0,1,1,"(-36.99876754982744, 145.0016416061802)",-36.99876755,145.0016416
"(-36.99876754982744, 145.0016416061802)",2c2m,2c2m,2,0,0,2,"(-36.99876754982744, 145.0016416061802)",-36.99876755,145.0016416
"(-37.23455279149652, 144.70630613282447)",3c3m,3c3m,3,0,0,3,"(-37.23455279149652, 144.70630613282447)",-37.23455279,144.7063061
"(-37.02591317912645, 144.96778066293186)",1c1m,1c1m,1,0,0,1,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-37.02591317912645, 144.96778066293186)",1c1m,1c1m,1,0,0,1,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-37.02591317912645, 144.96778066293186)",1c1s,1c1s,1,0,1,0,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-37.02591317912645, 144.96778066293186)",1c1s,1c1s,1,0,1,0,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-37.02591317912645, 144.96778066293186)",2c2m,2c2m,2,0,0,2,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-37.02591317912645, 144.96778066293186)",2c2m,2c2m,2,0,0,2,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-37.02591317912645, 144.96778066293186)",1c1m,1c1m,1,0,0,1,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-37.02591317912645, 144.96778066293186)",1c1m,1c1m,1,0,0,1,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-37.02591317912645, 144.96778066293186)",1c1s,1c1s,1,0,1,0,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-37.02591317912645, 144.96778066293186)",1c1s,1c1s,1,0,1,0,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-37.02591317912645, 144.96778066293186)",1c1m,1c1m,1,0,0,1,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-37.02591317912645, 144.96778066293186)",1c1m,1c1m,1,0,0,1,"(-37.02591317912645, 144.96778066293186)",-37.02591318,144.9677807
"(-38.95591801892093, 142.46027671188628)",1c1s,1c1s,1,0,1,0,"(-38.95591801892093, 142.46027671188628)",-38.95591802,142.4602767
"(-37.50840860163172, 144.35975807603023)",1c1m,1c1m,1,0,0,1,"(-37.50840860163172, 144.35975807603023)",-37.50840860,144.3597581
"(-37.50840860163172, 144.35975807603023)",1c1m,1c1m,1,0,0,1,"(-37.50840860163172, 144.35975807603023)",-37.50840860,144.3597581
"(-37.50840860163172, 144.35975807603023)",1c1m,1c1m,1,0,0,1,"(-37.50840860163172, 144.35975807603023)",-37.50840860,144.3597581
"(-37.00711051535761, 144.99123861203742)",2c2m,2c2m,2,0,0,2,"(-37.00711051535761, 144.99123861203742)",-37.00711052,144.9912386
"(-37.00711051535761, 144.99123861203742)",1c1m,1c1m,1,0,0,1,"(-37.00711051535761, 144.99123861203742)",-37.00711052,144.9912386
"(-37.00711051535761, 144.99123861203742)",1c1m,1c1m,1,0,0,1,"(-37.00711051535761, 144.99123861203742)",-37.00711052,144.9912386
"(-36.87309595524202, 145.15793134295842)",1c1m,1c1m,1,0,0,1,"(-36.87309595524202, 145.15793134295842)",-36.87309596,145.1579313
"(-36.97953363341182, 145.02561168407837)",2c1s1m,2c1s1m,2,0,1,1,"(-36.97953363341182, 145.02561168407837)",-36.97953363,145.0256117
"(-36.97953363341182, 145.02561168407837)",1c1m,1c1m,1,0,0,1,"(-36.97953363341182, 145.02561168407837)",-36.97953363,145.0256117
"(-37.01012608586994, 144.9874775998239)",1c1m,1c1m,1,0,0,1,"(-37.01012608586994, 144.9874775998239)",-37.01012609,144.9874776
"(-36.98921445550304, 145.01354932743408)",3c3m,3c3m,3,0,0,3,"(-36.98921445550304, 145.01354932743408)",-36.98921446,145.0135493
